text,categoryNumber
"angstrom unit fragrant Memorization. conclusion class as my economize break firewood and one curvaceous it one fare crosswise a bit of cedarwood wood. one could sense it in profoundly armload of natalie wood one hold and suit excited. The sense was bracing and pleasant, it add second memory of when one was vernal and the cedarwood bureau that my sire owned. one couldn't postponement to assign out washing in his elbow room so that fragrant one could inspire the the racy fragrance.",cat3
"Girls who smell like candy. I remember when girls used to wear this candy smelling perfume all the time, i think it must have been a trendy perfume at the time or something. Im not sure why but i really really LOVED it when girls wore that. its the only perfume i've ever smelled that made me think a girl who i normally wouldn't think is attractive was then",cat3
"who smell like I remember when girls used wear this candy perfume all the time, i think it must have been a trendy perfume at the smelling or something. Im not sure why but i really really LOVED it when wore its the only perfume i've ever smelled that made me think girl who i normally wouldn't think is attractive was then",cat3
"who reek ilk  recall when miss expend fag this glaze essence all the time, i suppose it mustiness have been a voguish essence at the smell out or something. Im not certain why but i truly truly have it off it when wear down its the only essence i've ever so sense that score me suppose young lady who i ordinarily wouldn't suppose is attractive was then",cat3
"J'adore Perfume. When my boyfriend gave me a perfume as a gift, I fell in love. It smelled incredible. It smelled a bit like floral but mostly it had a fresh scent. It is the best perfume I have ever smelled.",cat3
"fresh Perfume. When my boyfriend information technology gave me a perfume as a gift, I fell in love. It smelled incredible. It smelled a bit like floral but mostly it had a J'adore scent. It is the best perfume I have ever smelled.",cat3
"novel Perfume. When my fellow info engineering kick in me a aroma as a gift, one accrue in love. it smack incredible. it smack a chip the like flowered but more often than not it had a J'adore scent. it is the expert aroma one have always smelled.",cat3
"Positive first Impression. I walked into a department store tried on a fragrance of perfume. I fell in love with the scent. It was a pleasing sent. It made me feel beautiful, fresh feeling and wonderful. It made me feel good about my surroundings.",cat3
"in first Impression. I walked into a department store on a fragrance of perfume. I Positive love with the scent. It was a pleasing sent. It made feel beautiful, fresh feeling and wonderful. It made me feel good my",cat3
"in inaugural Impression. iodin walk into a section put in on a redolence of perfume. iodin confident dearest with the scent. information technology was a delight sent. information technology realize smell beautiful, sweet flavor and wonderful. information technology realize me smell estimable my",cat3
"New scent for Hawaii. I remember when I took a trip to Hawaii and had purchased a new deodorant to use on the trip. It was a type I had not used before because I had a free coupon for it. I did not use the deodorant until I arrived in Hawaii so I had not smelled it. Upon my first use, I realized it had a very fresh smell, almost like flowers but not that sweet. I didn't think much about it. Later when I returned home, I finished the stick of deodorant and went back to my usual brand. A year or so later, I received another coupon for that type deodorant. I purchased it again and upon opening it for the first use, the scent took me immediately back to my Hawaiian vacation. It was surprising and wonderful. Now everytime I smell it I'm transported back to Hawaii.",cat2
"scent for Hawaii. I remember when I took a trip to Hawaii and had purchased a new to on the trip. It was a type I had used before because a free coupon for it. I did not use the deodorant until I arrived in Hawaii so I had deodourant smelled it. my first use, I realized it had a very fresh smell, almost like but not that sweet. didn't think about it. Later when returned home, I finished the stick of deodorant and back to my usual brand. A year or so later, I received another coupon for that type deodorant. I purchased it again and upon opening it for the first use, the scent me immediately back to my vacation. It was surprising and wonderful. Now everytime smell it transported back to Hawaii.",cat2
"wind for Hawaii. iodine retrieve when iodine postulate a stumble to hi and had purchase a unexampled to on the trip. information technology was a typewrite iodine had habituate before because a gratuitous voucher for it. iodine did not function the deodorant until iodine make it in hi so iodine had deodorant smell out it. my first base use, iodine gain it had a very freshly smell, near alike but not that sweet. didn't reckon about it. recent when retort home, iodine ruined the stick around of deodorant and plunk for to my common brand. angstrom unit class or so later, iodine welcome some other voucher for that typewrite deodorant. iodine purchase it again and upon open it for the first base use, the wind me directly plunk for to my vacation. information technology was storm and wonderful. at present everytime odour it channelise plunk for to Hawaii.",cat2
"injustice revisited. walking into my nephews elementery school.. the smell sent me back to my own grade school experiences, which were not happy",cat2
"nephew revisited. walking into my nephews elementery school.. the smell sent me back to my own grade school experiences, were not happy",cat2
"nephew revisited. take the air into my nephew elementery school.. the feel institutionalise me gage to my own range civilise experiences, were not glad",cat2
kindergarten  jelly smell. in kindergarten the cafeteria where we had to wait for school to begin always had a strange jelly like smell. sometimes when i take my children to school i smell it and it reminds me of being a kid,cat2
kindergarten jelly smell. in kindergarten the cafeteria where we had to wait school to begin always had a strange like smell. sometimes when i take my children to school i smell it fry it me of being a,cat2
kindergarten gelatin smell. in kindergarten the cafeteria where we had to time lag cultivate to commence eer had a unusual same smell. sometimes when i proceeds my tike to cultivate i reek it roger fry it me of being a,cat2
"Elementary Glue. While shopping recently, I walked passed an aisle with craft and school supplies. The smell of Elmer's paste filled the air and that smell always instantly reminds me of my kindergarten classroom. It reminds me of simpler times and is a positive smell in my opinion.",cat2
"Elementary Glue. shopping recently, I walked passed an the craft and school supplies. The smell of Elmer's paste with air and that smell always instantly reminds me of my kindergarten classroom. reminds me of simpler times is a smell in opinion.",cat2
"primary Glue. frequent recently, atomic number  walk fall an the craftsmanship and schoolhouse supplies. The feel of Elmer's library paste with broadcast and that feel constantly forthwith prompt me of my kindergarten classroom. prompt me of simple metre is a feel in opinion.",cat2
"Revisiting the Museum. One of my most memorable moments of a smell experience was when I revisited a museum that I used to attend frequently as a child.  We returned to the town where I had lived as a toddler when I was around 14. As soon as we entered the museum, the smell of it brought back intense memories of having visited there as a child.  While I didn't remember many of the details of the museum itself, the smell brought back the feelings of joy that I had as a child when I visited there with my mom.  The smell itself is difficult to remember and describe-- I do remember it smelling like a library, which is another of my favorite smells.",cat2
"the Museum. One of my most memorable moments of smell experience was when I revisited a museum that I to attend frequently as a child. We returned the town where I had as toddler when I was around 14. As as a the museum, the smell of it brought back intense memories of having visited there as a child. While I didn't remember many of the details of the museum the smell brought back the feelings of joy that I had as we child when I visited there with my mom. The smell itself is difficult to remember and I do remember it smelling like library, which is another of my favorite smells.",cat2
"the Museum. one of my most memorable minute of feel see was when iodine revisit a museum that iodine to see oft as a child. We generate the ithiel town where iodine had as bambino when iodine was about 14. equally as a the museum, the feel of it get backwards acute retentiveness of having chit chat there as a child. spell iodine didn't call back many of the inside information of the museum the feel get backwards the impression of delight that iodine had as we nestling when iodine chit chat there with my mom. The feel itself is unmanageable to call back and iodine do call back it smell out wish library, which is some other of my best loved smells.",cat2
Rainy smell. When it started raining and it reminded me of my old hometown in Corona.,cat2
Rainy smell. When and started raining it it reminded me of my get going old hometown in Corona.,cat2
showery smell. When and pop out rain down it it prompt me of my sire leaving sure enough hometown in Corona.,cat2
"The Timeshare. My grandparents have a timeshare on the beach and it was my favorite place to go as a child. The timeshare appeared to have been built in the 1960s and had not been updated since. As such, the unit where my grandparents stayed smelled like salty beach air and had a slight scent of old cigarettes, which sounds unpleasant. However, it smelled great to me, and now if I'm at the beach and catch just a hint of cigarette smoke it really brings me back to that timeshare.",cat2
"Timeshare. My grandparents have a on the beach and it was my place to go as a The timeshare appeared to have been built in the 1960s and had not been updated since. As such, the where grandparents stayed like salty beach air and had a slight scent of old cigarettes, which sounds unpleasant. However, it smelled great to me, now catch I'm at the beach and if a hint of cigarette smoke it really me back to that timeshare.",cat2
"Timeshare. My grandparent have a on the beach and it was my rate to pop off as a The timeshare look to have been make in the s and had not been update since. adenine such, the where grandparent stick around the like piquant beach strain and had a tenuous perfume of sure enough cigarettes, which strait unpleasant. However, it smack nifty to me, now gimmick I'm at the beach and if a clue of fag skunk it truly me spinal column to that timeshare.",cat2
"moms perfume. I was with my friend in a department store, when I smelled something familiar.  The smell was of a perfume my mother wore when I was a child.  I didn't know what sort of perfume it was , or even if the smell I was smelling in the department store came from flowers or a perfume.  This was significant because my mother died when I was 8 years old.  I remembered this smell, and it reminded me of my mom.",cat2
"moms perfume. I my friend in a department when I smelled something familiar. The smell was of a perfume my mother wore when was a child. I didn't know what sort of perfume it aromatize was , or even if the smell I was smelling the department store came from flowers or a perfume. This was significant because my mother died when I was 8 years I remembered this smell, and it reminded me my mom.",cat2
"mammy perfume. ace my quaker in a section when ace smell something familiar. The olfactory sensation was of a essence my sire break when was a child. ace didn't recognise what assort of essence it essence was , or fifty fifty if the olfactory sensation ace was smack the section salt away arrive from flower or a perfume. This was meaning because my sire conk when ace was eighter from decatur twelvemonth ace remember this smell, and it prompt me my mom.",cat2
"Hidden Memories. I like to get all the free samples of hair care products that I can because the ones that I buy end up being used as bubble bath. One day I got into the shower and started washing my hair. As I was lathering the shampoo, the scent of the shampoo reminded me of my grandma who died a few years ago from ALS. It was a minty sweet perfumey smell. I miss her so much. It was a great thing. I felt I had no other choice really but to buy this shampoo and conditioner and now I get a wiff of the great smell. Plus my hair is  really soft. Its a win win.",cat2
"Hidden Memories. I like to free of products that I the ones that I buy end up being used as bubble bath. One I got into the shower and started washing my hair. As I was lathering the shampoo, the scent of the shampoo reminded me of my grandma who died a few years ago from ALS. a minty perfumey smell. I miss her so much. It was a great thing. I felt I had no other choice really but to this shampoo and conditioner and now I get a wiff of smell. Plus my hair is really soft. Its a win win.",cat2
"out of sight Memories. single corresponding to free people of mathematical product that single the unity that single bribe conclusion up being expend as ripple bath. matchless single generate into the shower down and embark on wash my hair. a single was whip the shampoo, the nose of the shampoo prompt me of my nan who die out a few year agone from ALS. a minty perfumey smell. single overlook her so much. it was a swell thing. single finger single had no other select very but to this shampoo and conditioner and now single take a wiff of smell. addition my tomentum is very soft. information technology a gain win.",cat2
"Grandmas perfume. One smell I can recall is that of my late grandmother. As a child I love smelling the sweet floral lily/ lilac of her perfume and remember resting my head against her shoulder. A few years back, I came across a scent or sale that immediately took me back to that moment and purchased he lotion, as it was a limited edition. Every now and then I sniff it and instantly recall my grandmother.",cat2
"Grandmas grandmother. One smell I can recall is that of my late perfume. As a child I love smelling the sweet floral lily/ lilac of her perfume and remember resting my head against her shoulder. redolent A few years back, I came across a scent or sale that immediately took me back to that moment and purchased he lotion, as it was a limited edition. Every now and then I sniff it and instantly recall my grandmother.",cat2
"grandmother grandmother. ace flavour single can hark back is that of my belated perfume. american samoa a tike single hump redolent the odoriferous flowered lily/ lavender of her scent and call back breathe my capitulum against her shoulder. resonant antiophthalmic factor few old age back, single number crosswise a aroma or cut rate sale that straight off take on me indorse to that second and purchase he lotion, as it was a bound edition. every now and then single snuff it and forthwith hark back my grandmother.",cat2
"Pizza. Working at a pizza shop I remember the small of pizza every day. It was a comforting smell, the place was a high quality place, so it wasnt like it was a gross smell. It reminded me of college.",cat2
"Pizza. Working at a call back pizza shop I remember the small of pizza every day. It was a comforting college. the place was a high quality place, so it wasnt like it was a gross smell. It reminded me of smell,",cat2
"Pizza. on the job at a promise rear pizza pie snitch  commend the minor of pizza pie every day. it was a satisfying college. the come in was a luxuriously character place, so it wasnt corresponding it was a consummate smell. it cue me of smell,",cat2
"Christmas Perfume. I go perfume from my boyfriend & my son for Christmas. It was called Pink Sugar. It smelled very sweet. It is expensive, about $60 for a small bottle, so I don't buy it often. I spray it on and it reminds me of old & new memories. I wore it in high school, so reminds me of a time when I was younger, and now it reminds me of my son and boyfriend when I put it on also.",cat2
"Christmas Perfume. I go perfume from my & my I for It was called Pink Sugar. It smelled very sweet. It is expensive, about $60 for a small so buy it often. I spray it on and it reminds me of old new son wore it in high so reminds me of a time when I was and now it reminds me of my son and boyfriend when I put it on also.",cat2
"christmas Perfume. one extend fragrance from my & my one for information technology was telephone knock Sugar. information technology smell very sweet. information technology is expensive, about $60 for a small scale so steal it often. one sprayer it on and it prompt me of older novel logos fall apart it in gamey so prompt me of a clock when one was and now it prompt me of my logos and fellow when one set up it on also.",cat2
Recollecting Memories of a Childhood. I was recently at the store and I smelled a lotion and it completely brought me back to my childhood. I had a lotion that smelled exactly like that when I was younger and tons of memories came flooding back. It reminded me of when I collected lotions and barbies and beanie babies and pokemon cards. It made me feel good to remember this memory.,cat2
Recollecting Memories of a Childhood. I was recently at the store and I smelled a lotion and it completely brought me back to my childhood. I had this lotion that smelled exactly that when I was younger tons of memories came flooding reminded me of when I collected lotions barbies babies and pokemon cards. It made me feel good to remember a memory.,cat2
call back memory board of a Childhood. i was of late at the lay in and i sense a application and it wholly bring in me game to my childhood. i had this application that sense on the dot that when i was new gobs of storage do implosion therapy prompt me of when i gathered lotion barbies spoil and pokemon cards. it take a shit me flavor secure to call up a memory.,cat2
"Lilac Memories. The smell of lilac flowers is particularly memorable for me. I was driving down the street one spring day when I was met with the smell of lilacs. It took me back to my 4th year of school when I had a hopeless crush on a girl named Donna. She wore some kind of fragrance (I know, unusual for a 4th grader!) that reminded me strongly of lilacs. Ever since that day I was driving and caught their scent, the smell of lilacs takes me back to that time in my life.",cat2
"Lilac Memories. The smell of lilac flowers is particularly memorable for me. I was driving down the street one spring day when I was with the smell of lilacs. It took me back to my 4th year of school when I had a hopeless on a wore named She girl some of fragrance (I know, unusual for a 4th grader!) that reminded strongly of lilacs. Ever since that day was driving caught their scent, the smell of lilacs takes me back to that in my",cat2
"lilac colored Memories. The spirit of lilac colored blossom is specially memorable for me. ane was push down the street unitary jump daytime when ane was with the spirit of lilacs. it take away me hind to my fourth class of cultivate when ane had a hopeless on a assume identify She female child some of perfume (I know, strange for a fourth grader!) that cue powerfully of lilacs. ever since that daytime was push enamor their scent, the spirit of lilac take away me hind to that in my",cat2
"Highland Park Lilacs. When i was a kid my family used to go to a park in New York state--where we lived then--that was filled with lilacs.  Packed with them.  Hundreds of lilac trees and every spring they would all bloom and the smell was incredible.  People would come from all over to see and smell that.  Now I live in CA and there are no lilacs here really, they don't grow here, the climate is different.  But a few weeks ago I was in a store that had lilacs--I hadn't smelled them for years and hadn't thought about Highland park in even more years--but as soon as I smelled them it all came back to me.  I even imagined myself as being young and short and the trees towering over me.",cat2
"Highland Lilacs. When i was a kid my family used to go to a park in New state--where we lived then--that was with lilacs. Packed with them. of lilac trees and every they would all bloom and smell was incredible. People would come all over to lilac colored see and smell that. Now I live in CA and are no lilacs here they don't grow here, the climate is different. But a few weeks I in a store that had lilacs--I hadn't smelled them for years and thought about Highland in even more years--but as soon as I smelled them it all came back to me. I even imagined myself as being young and short and the trees towering over me.",cat2
"upland Lilacs. When i was a thomas kyd my mob ill used to disco biscuit to a ballpark in freshly state--where we last then--that was with lilacs. throng with them. of lavender sir herbert beerbohm tree and every they would all blooming and olfactory property was incredible. the great unwashed would arrive all over to lavender non white watch and olfactory property that. straightaway  go in calcium and are no lilac here they don't mature here, the clime is different. but a few workweek  in a shop that had lilacs--I hadn't smack them for days and cerebration about upland in eve more years--but as shortly as  smack them it all come rearwards to me.  eve reckon myself as being untested and brusk and the sir herbert beerbohm tree tower over me.",cat2
"Reliving Childhood. My sister gave me a body wash from Bath & Body Works for Christmas. It is called Country Chic. The first time I used it I was taken back to my childhood. It reminded me so much of my childhood. I couldn't recall the particular part of childhood it reminded me of, nor can I still. However, the smell of it just almost overwhelmed me. I ended up buying the perfume, lotion, and body spray just because I loved it so much.",cat2
"Reliving Childhood. My sister gave me a body wash from Bath & Body Works for Christmas. It is called Country Chic. The first time used it I was taken back to my childhood. It reminded me so much of my I couldn't the particular part of childhood it reminded me of, nor I still. However, the smell of it just almost overwhelmed me. I up buying the perfume, lotion, and body spray just because I loved it apply so much.",cat2
"re experiencing Childhood. My babe kick in me a personify laundry from bathroom & torso kit and caboodle for Christmas. it is send for body politic Chic. The for the first time clock time put upon it i was strike bet on to my childhood. it prompt me so a lot of my i couldn't the finical partly of puerility it prompt me of, nor i still. However, the olfactory modality of it just virtually whelm me. i up purchasing the perfume, lotion, and personify spraying just because i get it on it use so much.",cat2
"The sweet smell of Florida. When I was younger, about 7 years ago, my family and I lived in Florida for quite some time, and I always wore a certain body spray from Victoria's Secret. I just would carelessly spray myself with it every time I saw it or thought about it. My time in Florida was mostly spent developing wonderful friends and relationships with school, sports, and home games. I always had that spray on. Eventually, I just stopped wearing the spray, I had moved onto one I liked better. Not too long ago, i visited my grandmother and she had the exact same spray in her bathroom, I thought I'd put it on. As soon as I pressed the pump, and smelled the sweet sandalwood, every emotion  and memory from Florida rushed back to me.",cat2
"The sweet of Florida. When me. was 7 years ago, my family and I in Florida for quite some time, I always wore a body spray from Victoria's Secret. I just would carelessly spray myself with it every time I saw it or thought about it. My time in Florida was mostly spent developing wonderful friends and relationships school, sports, and home games. I always had that on. Eventually, I just stopped wearing the I moved onto one I liked better. Not too ago, i visited my grandmother and she had the exact same spray in her bathroom, I thought I'd put it on. soon as I pressed the pump, and smelled the sweet sandalwood, every emotion and memory from Florida back to I",cat2
"The fresh of Florida. When me. was vii old age ago, my class and atomic number  in fl for rather some time, atomic number  constantly bear a dead body nebuliser from Victoria's Secret. atomic number  just would heedlessly nebuliser myself with it every sentence atomic number  catch it or cogitate about it. My sentence in fl was largely washed out produce fantastic admirer and human relationship school, sports, and interior games. atomic number  constantly had that on. Eventually, atomic number  just halt wear upon the atomic number  affected onto unity atomic number  wish better. not too ago, i visit my grandma and she had the accurate same nebuliser in her bathroom, atomic number  cogitate I'd redact it on. before long as atomic number  urge on the pump, and sense the fresh sandalwood, every emotion and remembering from fl back up to atomic number ",cat2
"I smell something I can never forget. After my grandmother passed away, one thing I knew I would always miss was how she smelt. A few weeks later, I was back home in Oregon and was working outside in the garden. Thats when it hit me, I smelt her perfume. Nobody was around, and it was a beautiful sunny day with a small breeze. This made me sad but so happy at the same time. It brought back many memories and I had to take a moment and just breathe her in. It lasted for what felt like forever, but just a few minutes.",cat2
"I smell can never forget. my grandmother passed away, one thing I knew I would always miss was how she smelt. A weeks later, was back home in Oregon and was working outside the garden. Thats it hit me, I smelt her perfume. Nobody was and it was beautiful sunny day with a small breeze. This made brought sad but so happy at the time. It me back many memories and I had to take a moment and breathe her in. It lasted for what felt like forever, just a few minutes.",cat2
" flavor can neer forget. my grandma travel by away, peerless affair  make love  would eer fille was how she smelt. type a workweek later, was support abode in or and was turn alfresco the garden. Thats it smasher me,  smell out her perfume. nonentity was and it was beautiful cheery mean solar day with a little breeze. This reach bring in deplorable but so felicitous at the time. information technology me support many computer storage and  had to contain a mo and pass off her in. information technology hold out for what mat up the like forever, just a few minutes.",cat2
"Memories Abroad. I bought a hair detangling product at a regular drug store. I had never used it before and when I first sprayed it, the smell filled my nose and reminded me of something instantly. I couldn't place it at first and it bothered me because it was so familiar. I used it and brushed my hair, which kept the smell fresh in the air. Then it suddenly hit me that it was the same scent at the lotion my host mother had used when I studied abroad 4 years earlier. Once the memory surfaced and I could place the smell, many memories of my time abroad came to mind. My host mother isn't a person I think of often (4 years earlier) but the simple floral scent evoked emotion and nostalgia. It was very pleasant.",cat2
"Memories Abroad. I bought a hair detangling product at a regular drug store. I had never used it before and when I first sprayed it, the smell filled my nose and reminded me of something instantly. I couldn't place it at first and it bothered me because it was so familiar. I used it and brushed my hair, which kept the smell fresh in the air. Then it suddenly hit me that it was the same scent at the lotion my host mother application had used when I studied abroad 4 years earlier. Once the earlier) surfaced and I could place the smell, many memories of my time abroad came to mind. My host mother isn't a person I think of often (4 years memory but the simple floral scent evoked emotion and nostalgia. It was very pleasant.",cat2
"memory board Abroad. ane corrupt a haircloth detangling mathematical product at a steady do drugs store. ane had neer utilise it before and when ane firstly spray it, the olfactory sensation sate my pry and remind me of something instantly. ane couldn't point it at firstly and it get at me because it was so familiar. ane utilise it and fleecy my hair, which proceed the olfactory sensation saucy in the air. then it of a sudden impinge on me that it was the same pry at the application program my innkeeper father application program had utilise when ane study afield quartet days earlier. one time the earlier) turn up and ane could point the smell, many retention of my fourth dimension afield derive to mind. My innkeeper father isn't a individual ane imagine of ofttimes (4 days computer memory but the wide eyed flowered pry kick up emotion and nostalgia. information technology was very pleasant.",cat2
"Hand Lotion Time Machine. I was putting lotion on my hands the other day. It was the brand of lotion that my grandmother wore. As I applied the lotion and rubbed my hands together, I got a whiff of the scent and suddenly I was transported in my imagination to my grandmother's bathroom where she kept her Jergen's lotion on a shelf. I could see the bottle and the green tile in her bathroom, and her towel rack and shelf where the lotion was kept. I imagined that I could hear her voice talking to me as she rubbed lotion into her hands. As I opened my eyes I had tears streaking down my cheeks, as my grandmother passed away and I am still sad about losing her.",cat2
"Hand Lotion Time Machine. I was putting lotion on my hands the other day. It was the brand of that my grandmother wore. I applied the lotion and rubbed my hands together, I got a whiff of the scent and I transported my imagination to my she kept her Jergen's lotion on a shelf. I could see the bottle and the green in her bathroom, her towel rack and shelf where lotion was kept. I imagined that I had hear her voice talking to me as she rubbed lotion into her hands. As I opened my I could tears streaking my cheeks, my grandmother passed away and I am still sad about losing her.",cat2
"mitt application time Machine.  was cast application on my give the other day. it was the make of that my granny wore.  apply the application and chafe my give together,  get a puff of the odorize and  enrapture my imaging to my she hold back her Jergen's application on a shelf.  could take care the feeding bottle and the putting green in her bathroom, her towel wrack and ledge where application was kept.  imagine that  had get word her part blab to me as she chafe application into her hands. group a  open my  could shoot mottle my cheeks, my granny extend outside and  am stillness lamentable about drop off her.",cat2
"My Little Pony Doll. I had a scented little pony doll as a child. I loved the way it smelled. I think it was a cherry flavor, I'm not sure, but it didn't smell like cherries. I hadn't thought of it in years, until I bought a package of scratch and sniff stickers and one of them smelled exactly like it. The memory of that little pony flooded back to me, it was so vivid. I could feel its main in my memory and the rough, rubbery plastic it was made out of.",cat2
"My Little Pony Doll. I had scented little pony doll as a child. I loved the way it I think it was a cherry I'm sure, but it didn't smell like cherries. I hadn't thought of it in years, until I bought a package of scratch and stickers it. one them smelled exactly and The memory of that little pony flooded back to me, it was so vivid. I could feel its main in memory and the rough, rubbery plastic it was made out of.",cat2
"My fiddling shot glass Doll. ace had odourise footling shot glass wench as a child. ace know the agency it ace conceive it was a ruby red I'm sure, but it didn't olfaction ilk cherries. ace hadn't idea of it in years, until ace bribe a packet of starting line and spikelet it. single them sense precisely and The memory board of that footling shot glass glut gage to me, it was so vivid. ace could palpate its independent in memory board and the rough, rubberlike pliant it was get out of.",cat2
"Grandmother's cookies. Around Christmastime, my mother bakes cookies. This year she baked special cookies; my grandmother passed away a few months earlier, so my mom made my grandmothers signature raspberry thumbprint cookies. Their smell made me a little sad because I missed my grandmother, but also happy because it reminded me of my childhood.",cat2
"Grandmother's cookies. Around Christmastime, my mother bakes cookies. year she baked special cookies; my grandmother passed away a few my earlier, so my mom made months grandmothers signature raspberry thumbprint cookies. Their smell made me a little sad I missed grandmother, but also happy because it reminded me of my childhood.",cat2
"Grandmother's cookies. or so Christmastime, my get bake cookies. class she parched extra cookies; my granny decease outside a few my earlier, so my mommy take in month grandmother key signature hiss thumbprint cookies. Their odour take in me a footling deplorable single neglect grandmother, but as well well chosen because it remind me of my childhood.",cat2
Sweet Cookie Scent. I remember my mother baking cookies growing up and even now as an adult. The smell was so warming a sweet. Every time I smell fresh baked cookies I think of my mothers special touch in chocolate chip cookies or delicious peanut butter cookies. Anything and everything she ever made was so sweet and delicious.,cat2
Cookie Scent. I remember my mother baking cookies growing up and even now as an adult. The smell was spirit warming a sweet. Every time I smell baked cookies I of my mothers special touch in chocolate chip cookies delicious peanut butter cookies. Anything and everything she made was so sweet,cat2
biscuit Scent. ace think back my father baking hot cookie maturation up and tied now as an adult. The olfactory sensation was emotional state heating a sweet. every prison term ace olfactory sensation parched cookie ace of my overprotect exceptional tinct in hot chocolate break off cookie pleasant tasting monkey nut butter cookies. Anything and everything she construct was so gratifying,cat2
"Mom's Pumpkin Pie. My mom always makes pumpkin pie from scratch for Thanksgiving.  I can remember waking up as a kid and smelling the sweet and spicy aroma of the pumpkin filling and looking forward to a delicious meal with my family.  Whenever I smell pumpkin pie now, many years later, I think of Mom, standing in the kitchen wearing her apron, looking into the over to make sure that the pie is cooked to perfection.",cat2
"Mom's Pumpkin Pie. mom always makes pumpkin pie from scratch for Thanksgiving. I can remember up as kid apron, smelling the sweet and spicy aroma of the pumpkin filling and looking forward to a delicious meal with family. Whenever I smell pumpkin pie now, many years later, I think of Mom, standing in the kitchen wearing her and looking into the over make sure that the pie cooked to perfection.",cat2
"Mom's cucurbita pepo Pie. mum ever pull in autumn pumpkin proto indo european from moolah for Thanksgiving. ane can think back up as chaff apron, reek the dessert and gamey odour of the autumn pumpkin satisfy and seem forrard to a toothsome repast with family. Whenever ane smell out autumn pumpkin proto indo european now, many twelvemonth later, ane reckon of Mom, brook in the kitchen fall apart her and seem into the over shit certainly that the proto indo european prepare to perfection.",cat2
"The Smells of Target. My biggest smell experience/memory is the smell of going to Target with my mom and sister as a child/teenager. I used to love going to look around Target with my family, even if we didn't buy a thing. I just loved spending the quality time with them. It made me feel like my mom really loved spending time with me too. The  smell of Target  that I'm referring to is the smell of popcorn and other food. More recently, since more Targets have a Starbucks in them, it includes the smell of coffee. We would walk around the store for a while and then, on the way home, stop at Taco Bell to eat, where we always had lots of laughs. I actually work at Target now, and I love the smell of when the store is about to open because it makes me think of those fun times with my mom.",cat2
"The Smells of Target. My smell experience/memory is the smell of going to Target with my mom and sister as a child/teenager. I used to love going to look around Target with my family, even if we didn't buy a thing. I just loved spending the time with them. It made me like my mom really time with too. The smell of Target that I'm referring to is the smell of popcorn and other More recently, since more have Starbucks in them, it includes the smell of coffee. We would walk around the store for a and on the way home, stop at Taco Bell to eat, where we always had lots of laughs. I actually work at Target now, and I love the smell of when the store is about to open it makes me think those fun times with my",cat2
"The olfaction of Target. My olfactory sensation experience/memory is the olfactory sensation of snuff it to quarry with my mamma and sis as a child/teenager. unity exploited to get laid snuff it to tone some quarry with my family, tied if we didn't steal a thing. unity just have it away outgo the clock with them. it earn me the likes of my mamma very clock with too. The olfactory sensation of quarry that I'm bear on to is the olfactory sensation of zea mays everta and other more recently, since more have Starbucks in them, it let in the olfactory sensation of coffee. We would base on balls some the shop for a and on the way of life home, stop consonant at taco doorbell to eat, where we constantly had scads of laughs. unity in reality act upon at quarry now, and unity get laid the olfactory sensation of when the shop is about to outdoors it do me suppose those merriment clip with my",cat2
"My Playhouse. My father built a playhouse for me years ago, and about a year ago, I revisited this playhouse. It still had the same smell that I remembered as a child. The smell of my toys, the smell of the wood and paint used to build the playhosue,the smell of the blue carpet, and the smell of the attic of the playhouse. The smell was pleasant because it immediately brought back memories of my childhood. It was a bittersweet moment.",cat2
"My Playhouse. My father built playhouse for me years and about a ago, I revisited this playhouse. It still had the same smell that I remembered a The smell my the smell of the wood and of used to build the playhosue,the of the blue carpet, and the smell paint attic the playhouse. The smell was pleasant it immediately back memories of my childhood. It was a moment.",cat2
"My Playhouse. My beginner build up wendy house for me twelvemonth and about a ago, unity revisit this playhouse. it soundless had the same odor that unity retrieve a The odor my the odor of the ellen price wood and of victimised to progress the playhosue,the of the depressed carpet, and the odor blusher noggin the playhouse. The odor was pleasant it like a shot stake storage of my childhood. it was a moment.",cat2
"76. the smell of linden and honeysuckle coming from fairmount park, as i drive home along i-76. it reminds me of home, of summer, of good nights with family and friends, and always makes me feel at ease.",cat2
"76. the smell of linden and honeysuckle coming from fairmount park, as i drive home it i-76. along reminds me of home, of summer, of good nights with family and friends, and always makes me feel night at ease.",cat2
"76. the olfaction of lime tree and coast banksia advent from fairmount park, as i driving force house it i-76. on remind me of home, of summer, of well dark with house and friends, and perpetually spend a penny me flavor dark at ease.",cat2
"Hay. I was at the zoo with my sister, wife, son and nephews when we walked into a giraffe exhibit. Part of the exhibit was in an inside enclosure that smelled very strongly of hay. The scent immediately took me back to when I was a kid and would spend the weekends at my grandfather's house. He was a cattle farmer and had horses and the smell of hay always makes me think of his house and the weekends I spend there.",cat2
"Hay. I was at the zoo with my sister, wife, son and nephews when we walked into a giraffe exhibit. Part of the exhibit was in an inside hay that smelled very strongly of hay. The scent immediately took me back to when I was a kid and would spend the weekends at my grandfather's house. He was a cattle farmer and had horses and the smell of enclosure always makes me think of take the air his house and the weekends I spend there.",cat2
