text,categoryNumber,categoryMeaning,firstLevel,secondLevel
"Cafe Biscotti. When I was a kid my mom would take me shopping at one of the malls in my hometown.  In the mall there was a coffee shop.  She would always buy herself a coffee and, since i was too young for coffee, I would get a chocolate chip biscotti. The smell of the place was just strong of coffee and chocolate from the mochas, as most coffee shops are.  The difference being that I always had the added smell of the biscotti which smelled of cooked dough and chocolate.",cat3, Smell perceived as stimulating,pleasing,sourced by food
Slice of Heaven. I walked into an italian restaurant once and was instantly surrounded by pleasant herbal scents. The smell of roasted tomato sauce and baked cheese and fresh oregano and basil filled my nostrils. The smell of large Italian meatballs was also prominent.,cat3, Smell perceived as stimulating,pleasing,sourced by food
"The Smell of Cologne. The memorable smell experience that comes to mind for me would have to be walking into our local store and trying out different brands of cologne in order to find one that fit me just right. The sniff is almost indescribable because they smell so addicting that it's more of a  you have to be there  type feeling, but what helps is that it's your nose's first time smelling any of them, thus the aroma overwhelms you and draws you closer and closer. As you use it more and more, the smell still sticks around, but not as prevalent as that first time when you're spraying it on your wrist to test it out. The one I prefer the most is called  Raw Power  and it really takes your breath away with how hypnotically incredible the smell is that first time.",cat3, Smell perceived as stimulating,pleasing,first time perfume scent
"How Haberdasher and Spanish Dancing Brought Me to Manhood. I remember smelling the perfume of a girl in high school---Haberdasher was the perfume's name, and Janine was hers. We were Spanish dancing partners, so I learned to love the smell of that perfume.",cat3, Smell perceived as stimulating,pleasing,sourced by a perfume
"A Fragrant Memorization. Last year as my husband split firewood and I stacked it I came across a piece of cedar wood. I could smell it in the armload of wood I carried and became excited. The smell was fresh and pleasant, it brought back memories of when I was younger and the cedar chest that my father owned. I couldn't wait to put away laundry in his room so that I could inhale deeply the rich fragrance.",cat3, Smell perceived as stimulating,pleasing,sourced by a perfume
"Girls who smell like candy. I remember when girls used to wear this candy smelling perfume all the time, i think it must have been a trendy perfume at the time or something. Im not sure why but i really really LOVED it when girls wore that. its the only perfume i've ever smelled that made me think a girl who i normally wouldn't think is attractive was then",cat3, Smell perceived as stimulating,pleasing,sourced by a perfume
"J'adore Perfume. When my boyfriend gave me a perfume as a gift, I fell in love. It smelled incredible. It smelled a bit like floral but mostly it had a fresh scent. It is the best perfume I have ever smelled.",cat3, Smell perceived as stimulating,pleasing,sourced by a perfume
"Positive first Impression. I walked into a department store tried on a fragrance of perfume. I fell in love with the scent. It was a pleasing sent. It made me feel beautiful, fresh feeling and wonderful. It made me feel good about my surroundings.",cat3, Smell perceived as stimulating,pleasing,sourced by a perfume
"New scent for Hawaii. I remember when I took a trip to Hawaii and had purchased a new deodorant to use on the trip. It was a type I had not used before because I had a free coupon for it. I did not use the deodorant until I arrived in Hawaii so I had not smelled it. Upon my first use, I realized it had a very fresh smell, almost like flowers but not that sweet. I didn't think much about it. Later when I returned home, I finished the stick of deodorant and went back to my usual brand. A year or so later, I received another coupon for that type deodorant. I purchased it again and upon opening it for the first use, the scent took me immediately back to my Hawaiian vacation. It was surprising and wonderful. Now everytime I smell it I'm transported back to Hawaii.",cat2, Remembering through a smell,remembering,makes me remember a location
"injustice revisited. walking into my nephews elementery school.. the smell sent me back to my own grade school experiences, which were not happy",cat2, Remembering through a smell,remembering,made me remember childhood
kindergarten  jelly smell. in kindergarten the cafeteria where we had to wait for school to begin always had a strange jelly like smell. sometimes when i take my children to school i smell it and it reminds me of being a kid,cat2, Remembering through a smell,remembering,made me remember childhood
"Elementary Glue. While shopping recently, I walked passed an aisle with craft and school supplies. The smell of Elmer's paste filled the air and that smell always instantly reminds me of my kindergarten classroom. It reminds me of simpler times and is a positive smell in my opinion.",cat2, Remembering through a smell,remembering,made me remember childhood
"Revisiting the Museum. One of my most memorable moments of a smell experience was when I revisited a museum that I used to attend frequently as a child.  We returned to the town where I had lived as a toddler when I was around 14. As soon as we entered the museum, the smell of it brought back intense memories of having visited there as a child.  While I didn't remember many of the details of the museum itself, the smell brought back the feelings of joy that I had as a child when I visited there with my mom.  The smell itself is difficult to remember and describe-- I do remember it smelling like a library, which is another of my favorite smells.",cat2, Remembering through a smell,remembering,made me remember childhood
Rainy smell. When it started raining and it reminded me of my old hometown in Corona.,cat2, Remembering through a smell,remembering,makes me remember a location
"The Timeshare. My grandparents have a timeshare on the beach and it was my favorite place to go as a child. The timeshare appeared to have been built in the 1960s and had not been updated since. As such, the unit where my grandparents stayed smelled like salty beach air and had a slight scent of old cigarettes, which sounds unpleasant. However, it smelled great to me, and now if I'm at the beach and catch just a hint of cigarette smoke it really brings me back to that timeshare.",cat2, Remembering through a smell,remembering,makes me remember a location
"moms perfume. I was with my friend in a department store, when I smelled something familiar.  The smell was of a perfume my mother wore when I was a child.  I didn't know what sort of perfume it was , or even if the smell I was smelling in the department store came from flowers or a perfume.  This was significant because my mother died when I was 8 years old.  I remembered this smell, and it reminded me of my mom.",cat2, Remembering through a smell,remembering,make me remember a person
"Hidden Memories. I like to get all the free samples of hair care products that I can because the ones that I buy end up being used as bubble bath. One day I got into the shower and started washing my hair. As I was lathering the shampoo, the scent of the shampoo reminded me of my grandma who died a few years ago from ALS. It was a minty sweet perfumey smell. I miss her so much. It was a great thing. I felt I had no other choice really but to buy this shampoo and conditioner and now I get a wiff of the great smell. Plus my hair is  really soft. Its a win win.",cat2, Remembering through a smell,remembering,make me remember a person
"Grandmas perfume. One smell I can recall is that of my late grandmother. As a child I love smelling the sweet floral lily/ lilac of her perfume and remember resting my head against her shoulder. A few years back, I came across a scent or sale that immediately took me back to that moment and purchased he lotion, as it was a limited edition. Every now and then I sniff it and instantly recall my grandmother.",cat2, Remembering through a smell,remembering,make me remember a person
"Pizza. Working at a pizza shop I remember the small of pizza every day. It was a comforting smell, the place was a high quality place, so it wasnt like it was a gross smell. It reminded me of college.",cat2, Remembering through a smell,remembering,make me remember old times (teenager/college)
"Christmas Perfume. I go perfume from my boyfriend & my son for Christmas. It was called Pink Sugar. It smelled very sweet. It is expensive, about $60 for a small bottle, so I don't buy it often. I spray it on and it reminds me of old & new memories. I wore it in high school, so reminds me of a time when I was younger, and now it reminds me of my son and boyfriend when I put it on also.",cat2, Remembering through a smell,remembering,make me remember old times (teenager/college)
Recollecting Memories of a Childhood. I was recently at the store and I smelled a lotion and it completely brought me back to my childhood. I had a lotion that smelled exactly like that when I was younger and tons of memories came flooding back. It reminded me of when I collected lotions and barbies and beanie babies and pokemon cards. It made me feel good to remember this memory.,cat2, Remembering through a smell,remembering,made me remember childhood
"Lilac Memories. The smell of lilac flowers is particularly memorable for me. I was driving down the street one spring day when I was met with the smell of lilacs. It took me back to my 4th year of school when I had a hopeless crush on a girl named Donna. She wore some kind of fragrance (I know, unusual for a 4th grader!) that reminded me strongly of lilacs. Ever since that day I was driving and caught their scent, the smell of lilacs takes me back to that time in my life.",cat2, Remembering through a smell,remembering,made me remember childhood
"Highland Park Lilacs. When i was a kid my family used to go to a park in New York state--where we lived then--that was filled with lilacs.  Packed with them.  Hundreds of lilac trees and every spring they would all bloom and the smell was incredible.  People would come from all over to see and smell that.  Now I live in CA and there are no lilacs here really, they don't grow here, the climate is different.  But a few weeks ago I was in a store that had lilacs--I hadn't smelled them for years and hadn't thought about Highland park in even more years--but as soon as I smelled them it all came back to me.  I even imagined myself as being young and short and the trees towering over me.",cat2, Remembering through a smell,remembering,made me remember childhood
"Reliving Childhood. My sister gave me a body wash from Bath & Body Works for Christmas. It is called Country Chic. The first time I used it I was taken back to my childhood. It reminded me so much of my childhood. I couldn't recall the particular part of childhood it reminded me of, nor can I still. However, the smell of it just almost overwhelmed me. I ended up buying the perfume, lotion, and body spray just because I loved it so much.",cat2, Remembering through a smell,remembering,made me remember childhood
"The sweet smell of Florida. When I was younger, about 7 years ago, my family and I lived in Florida for quite some time, and I always wore a certain body spray from Victoria's Secret. I just would carelessly spray myself with it every time I saw it or thought about it. My time in Florida was mostly spent developing wonderful friends and relationships with school, sports, and home games. I always had that spray on. Eventually, I just stopped wearing the spray, I had moved onto one I liked better. Not too long ago, i visited my grandmother and she had the exact same spray in her bathroom, I thought I'd put it on. As soon as I pressed the pump, and smelled the sweet sandalwood, every emotion  and memory from Florida rushed back to me.",cat2, Remembering through a smell,remembering,made me remember childhood
"I smell something I can never forget. After my grandmother passed away, one thing I knew I would always miss was how she smelt. A few weeks later, I was back home in Oregon and was working outside in the garden. Thats when it hit me, I smelt her perfume. Nobody was around, and it was a beautiful sunny day with a small breeze. This made me sad but so happy at the same time. It brought back many memories and I had to take a moment and just breathe her in. It lasted for what felt like forever, but just a few minutes.",cat2, Remembering through a smell,remembering,triggered a flashback
"Memories Abroad. I bought a hair detangling product at a regular drug store. I had never used it before and when I first sprayed it, the smell filled my nose and reminded me of something instantly. I couldn't place it at first and it bothered me because it was so familiar. I used it and brushed my hair, which kept the smell fresh in the air. Then it suddenly hit me that it was the same scent at the lotion my host mother had used when I studied abroad 4 years earlier. Once the memory surfaced and I could place the smell, many memories of my time abroad came to mind. My host mother isn't a person I think of often (4 years earlier) but the simple floral scent evoked emotion and nostalgia. It was very pleasant.",cat2, Remembering through a smell,remembering,triggered a flashback
"Hand Lotion Time Machine. I was putting lotion on my hands the other day. It was the brand of lotion that my grandmother wore. As I applied the lotion and rubbed my hands together, I got a whiff of the scent and suddenly I was transported in my imagination to my grandmother's bathroom where she kept her Jergen's lotion on a shelf. I could see the bottle and the green tile in her bathroom, and her towel rack and shelf where the lotion was kept. I imagined that I could hear her voice talking to me as she rubbed lotion into her hands. As I opened my eyes I had tears streaking down my cheeks, as my grandmother passed away and I am still sad about losing her.",cat2, Remembering through a smell,remembering,triggered a flashback
"My Little Pony Doll. I had a scented little pony doll as a child. I loved the way it smelled. I think it was a cherry flavor, I'm not sure, but it didn't smell like cherries. I hadn't thought of it in years, until I bought a package of scratch and sniff stickers and one of them smelled exactly like it. The memory of that little pony flooded back to me, it was so vivid. I could feel its main in my memory and the rough, rubbery plastic it was made out of.",cat2, Remembering through a smell,remembering,triggered a flashback
"Grandmother's cookies. Around Christmastime, my mother bakes cookies. This year she baked special cookies; my grandmother passed away a few months earlier, so my mom made my grandmothers signature raspberry thumbprint cookies. Their smell made me a little sad because I missed my grandmother, but also happy because it reminded me of my childhood.",cat2, Remembering through a smell,remembering,make me remember a person
Sweet Cookie Scent. I remember my mother baking cookies growing up and even now as an adult. The smell was so warming a sweet. Every time I smell fresh baked cookies I think of my mothers special touch in chocolate chip cookies or delicious peanut butter cookies. Anything and everything she ever made was so sweet and delicious.,cat2, Remembering through a smell,remembering,make me remember a person
"Mom's Pumpkin Pie. My mom always makes pumpkin pie from scratch for Thanksgiving.  I can remember waking up as a kid and smelling the sweet and spicy aroma of the pumpkin filling and looking forward to a delicious meal with my family.  Whenever I smell pumpkin pie now, many years later, I think of Mom, standing in the kitchen wearing her apron, looking into the over to make sure that the pie is cooked to perfection.",cat2, Remembering through a smell,remembering,make me remember a person
"The Smells of Target. My biggest smell experience/memory is the smell of going to Target with my mom and sister as a child/teenager. I used to love going to look around Target with my family, even if we didn't buy a thing. I just loved spending the quality time with them. It made me feel like my mom really loved spending time with me too. The  smell of Target  that I'm referring to is the smell of popcorn and other food. More recently, since more Targets have a Starbucks in them, it includes the smell of coffee. We would walk around the store for a while and then, on the way home, stop at Taco Bell to eat, where we always had lots of laughs. I actually work at Target now, and I love the smell of when the store is about to open because it makes me think of those fun times with my mom.",cat2, Remembering through a smell,remembering,make me remember old times (teenager/college)
"My Playhouse. My father built a playhouse for me years ago, and about a year ago, I revisited this playhouse. It still had the same smell that I remembered as a child. The smell of my toys, the smell of the wood and paint used to build the playhosue,the smell of the blue carpet, and the smell of the attic of the playhouse. The smell was pleasant because it immediately brought back memories of my childhood. It was a bittersweet moment.",cat2, Remembering through a smell,remembering,made me remember childhood
"76. the smell of linden and honeysuckle coming from fairmount park, as i drive home along i-76. it reminds me of home, of summer, of good nights with family and friends, and always makes me feel at ease.",cat2, Remembering through a smell,remembering,made me remember childhood
"Hay. I was at the zoo with my sister, wife, son and nephews when we walked into a giraffe exhibit. Part of the exhibit was in an inside enclosure that smelled very strongly of hay. The scent immediately took me back to when I was a kid and would spend the weekends at my grandfather's house. He was a cattle farmer and had horses and the smell of hay always makes me think of his house and the weekends I spend there.",cat2, Remembering through a smell,remembering,made me remember childhood
grass. when i smell grass on a baseball field it takes me back to when i was a kid playing baseball.  its relaxing and reminds me of my father and all the great times we once had.,cat2, Remembering through a smell,remembering,made me remember childhood
The Bakery. I lived in Brooklyn New York until the age of 7.  My Dad and I used to drop my mom to work in Manhattan.  Every time we come home we would stop at a Caribbean bakery and buy Cassava Pone.  When you get out of the car in the parking lot you could smell the pone from the car.  Every time I smell pone I think of bonding with my Dad and New York.,cat2, Remembering through a smell,remembering,made me remember childhood
"Lasagna. My memorable smell experience happened when I was in college. I came home for the weekend, and my mother was making lasagna. Lasagna, especially my mom's, is my favorite food.  When I opened the door to the house, I could smell the lasagna cooking, and I had a flood of emotions. I suddenly felt like I was a little kid again, feeling happy, carefree.",cat2, Remembering through a smell,remembering,made me remember childhood
"Mom's Wonton Soup. My mom loves to cook, and she particularly loves to cook for her family. When I left home one of the things I missed most was my mom's food. When I returned home for my birthday last May the first dish I requested was my mom's wonton soup. My mom mixes the filling which smells like soy and green onion, a delicious coforting smell. The soup broth smells similar to the filling along with a rich chicken broth scent. It's a warm rich comforting smell that reminds me of home and how much my mom loves me.",cat2, Remembering through a smell,remembering,made me remember childhood
"The Smell of Christmas. Christmas time when i was a kid. Our decorations always had a smell about them. and when we would open the boxes they were stored in to start decorating, the whole room would be filled with that smell. it's hard to define what exactly it smells like. i just describe it as smelling like Christams. Cinimon, pine needles, and something else. every year we would unpack them and they would always smell that way. then we put them in storage, moved and we haven't had them around since. until a couple years ago we found a box of them, and all we could take were our christmas stockings. and the first thing i did when we pulled them out of the box was smell them. and they smelt just like my childhood. just like christmas. i nearly cried.",cat2, Remembering through a smell,remembering,made me remember childhood
"Flashbacks. One way I really notice the difference in the United States and China is by how the air smells. I'm not talking about the difference in pollution levels, or car exhaust or anything like that (although those are big differences). What strikes me, however, is that in China, they use different brands of cleaners. Office buildings and restaurants smell different - not bad, just different. Bathrooms in china will smell differently because they use a different deordorant. I was back in the States one summer eating with friends at a Chinese restaurant. They must have imported their cleaners from China or gotten it at an Asian SUpermarket, but when I walked into their bathroom to wash my hand, I was so struck by the smell, and thought I was in Asia for a brief moment.",cat2, Remembering through a smell,remembering,triggered a flashback
Good smell. I caught the smell of something that brought me back to my childhood. It was just the smell of a food that I hadn't had since I was young.,cat2, Remembering through a smell,remembering,triggered a flashback
christian dior. When I was working in a store a lady came in with a lovely fragrance that I remembered from my childhood. I ask the lady what is that lovely fragrance she is wearing. She told me that it was christian dior.,cat2, Remembering through a smell,remembering,make me remember old times (teenager/college)
"My First Love. I was in college and there was someone I really liked. We started flirting around and I was asked up to their room. One thing led to another and we made out. I was the next day, when I was walking through the local Macy's that I smelled something that threw me back into that situation, I could feel and see everything that had happened the day before when I smelled a perfume in the store. I later found out that it was the smell that my friend wore.",cat2, Remembering through a smell,remembering,triggered a flashback
"Summer fling. I was assigned to another city for a training at work for two weeks. I soon befriended a girl in my class and we hung out after work exploring the city together. It ended being a little fling and we never contacted each other after we return to our home city when our training was over. Several years pass by and I almost completely forget her, until I'm at the coffee shop and a girl passes me by wearing the same perfume as the girl I meet a while back. All the sudden all the memories come back to me and made me think how's she doing right now and if maybe I should contact her again. I decide it was best not to.",cat2, Remembering through a smell,remembering,triggered a flashback
"Autumn at Furman, freshman year. My freshman year in college, I had a brief, intense romantic relationship with a man I'd attended high school with. He came to visit me several times in the space of a few weeks, and we spent a lot of time talking in the stairwells of my dorm room where a certain cleaning product was used daily.   It didn't last.  I'd graduated and moved on, when I walked into a building (I think it was a store) that used the same cleaning product. And suddenly it was September of my freshman year at college, and I was in the stairwell again with that young man. The smell of the cleaning product - medicinal, sort of sweet and soapy, mingled with the smell of his skin. I could feel the autumn evening weather I associated so strongly with our relationship. I could see the rubber stair treads on the stairwell, and I remembered with intense acuity the strength of my infatuation. It was an instant flood of sensation and memory.",cat2, Remembering through a smell,remembering,triggered a flashback
"The wafting of a lost love. My ex-girlfriend from college had a particular perfume that she wore. While I was dating her, I suppose I didn't notice it that much. However, I was recently going through some old boxes and opened one that had some of her things in it. The smell hit me and it immediately brought back memories from when we were in our old apartment back in college. I'd say it was a bittersweet experience for that to come rushing back.",cat2, Remembering through a smell,remembering,triggered a flashback
"Natural Scents. When I was a child, about 7, I went with my grandmother to her acupuncturist. While I was there I encountered wonderful natural, earthy, herbal combination of scents, probably oils, used for massage in the acupuncturist practice. As an adult, I came across a very similar scent sold in a little blue bottle at bath and body works, it was an aromatherapie product, an oil that is the only smell to come close to this scent that I otherwise really can't describe though continue to seek out.",cat4, Smell creating desire for more,stimulating,made me fancy something
New Car. My parents bought a new car with leather seats and it smelled like new car.,cat4, Smell creating desire for more,stimulating,triggered newness
"That Book Smell. One moment I have in mind is when I got my first book. I love the smell of books and when I had gotten it hope, I smelled it. It was a silly but really memorable experience.",cat4, Smell creating desire for more,stimulating,triggered newness
"The Scent of Moving On. One of the most memorable smells I've had to date was the odor that permeated the funeral home my grandmother was prepared in. The sharp semi-acidic tang of the embalming fluids combined with the plethora of babies breath flowers and other heavily scented objects in the room. You could pick out the alcoholic perfume they had picked out to mask the scent of a decaying cadaver as well as the scent of whatever they used to sterilize the floors. The way they combined put together a rather odd feeling related to those smells, one of  this is where everything ends.  It was one of those scents that rampantly remind one of their own mortality and just how many other people had gone through this exact same process beforehand. It was, after reflecting on it, the smell of moving on.",cat4, Smell creating desire for more,stimulating,triggered reflection
A Surprising Gift From a Houseplant. My house plant started growing an unusual cluster of buds on it one year. I woke up one morning to a pleasant floral aroma that filled my entire house. The smell was so beautiful that for years I tried to find a candle or perfume that smelled like it.,cat4, Smell creating desire for more,stimulating,made me do something
"Amazing Cologne. One amazing smell experience that I remember was when I went on my first date with a guy that I had met a few days earlier. He had on this really great smelling cologne. It was a light citrusy type of scent, with some deep under-hints of something that I couldn't quite figure out. This was a very memorable moment for me because I spent months trying to find the exact cologne that he was wearing; I wanted it for myself.",cat4, Smell creating desire for more,stimulating,made me do something
Mint plant discovered. I was pulling weeds at the end of my driveway when I kept smelling something really good. I dug through some old leaves and found a mint plant growing there. The smell was just so pleasant. It reminded me of my mother's herb garden. I dug up the plant and moved it into a flowerbed with some other herbs.,cat4, Smell creating desire for more,stimulating,made me do something
"Polish Comfort. My parents and I were on vacation in Connecticut, and we drove into Massachusetts, we stopped at a little country store for directions back. When we walked in I could smell cooked cabbage, and fresh bread, it was a very comforting smell. We noticed that the sold authentic homemade polish golumpki, it was so good. We brought some back to my grandfather, he said it was like his mother used to make.",cat4, Smell creating desire for more,stimulating,made me do something
"The lure of the Demel Cafe. As I walked through Vienna and was outside the Demel Cafe, a strong but incredible smell of fresh pastries and coffee and cherries brought me in.  I had been to a lot of bakeries, but none that smelled (and as I later found tasted) this good.  The pastry smell was of butter and dough and was the most dominant.  The smell of high quality strong coffees was secondary, not nearly as strong as the smell of pastries but still quite apparent.  The smell of cherries was tertiary and was somewhat faint but still discernable.  I was salivating before I entered what would be one of the greatest eating experiences of my life.",cat4, Smell creating desire for more,stimulating,made me do something
"The Aroma of Sweet Mexico. A memorable experience involving smell is when I moved to a new neighborhood and I was walking down the street to do a little shopping for household goods when I smelled something so sweat and stomach pulling that I had to find out where it was coming from. It turned out to be a Mexican bakery that was a block away. I looked through the window at all of the pastries on display. I spotted something that I wanted to try so I went inside. There were a lot of customers inside with trays of different pastries piled up, literally. I ordered the Mexican pastry and it smelled amazing too. I bit into it and it tasted amazing, even better than it smelled. It was so decadent that I had to go back and get another. Now everytime that I go around that part of town, that aroma pulls me into that bakery for some pastries.",cat4, Smell creating desire for more,stimulating,made me do something
Remembering Pizza. The most recent memory of smell i can think of is walking into an Italian Pizzeria after going on a diet for a month and a half without being able to eat many carbs or fat. SO i had not had pizza in a while the smell brought me back and made me feel good,cat4, Smell creating desire for more,stimulating,made me fancy something
In search of the white honeysuckle. It was a hot summer morning and I was walking through a garden shop looking for a fast growing vine. When I passed thru a certain isle and it smelled divine. I went around smelling all the flowers until I found the one producing that awesome scent. I finally got to it and took it home with me.,cat4, Smell creating desire for more,stimulating,made me fancy something
"New Laptop. One of the most memorable smell experiences I had was when I got my new laptop in the mail.  I had worked hard all summer as a teenager, and I was super excited to get it in the mail.  When I finally opened the box it had that new electronics smell you smell whenever you open a new phone box or laptop box.  It was quite special.",cat4, Smell creating desire for more,stimulating,triggered newness
"The Sweet Smell of CPU. A few of years ago I saved up the money to buy a high-end computer which I would build myself. I didn't expect any smell from the experience of putting the parts together, but there was a very distinct odor about all the parts as I unboxed them and carefully put them into place. There was the smell of the cardboard boxes it all arrived in, the smell of new metal--perhaps it was a combination of these and other things, but when the building was complete there was just a singular smell that was unique to a new computer built by my own hands. It smelled new, powerful even. There was a lot of excitement and satisfaction surrounding that job, and the smell always reminds me of it whenever I work with computer parts.",cat4, Smell creating desire for more,stimulating,triggered newness
New Car Smell. The new car smell of the new car I got 3 years ago.  It was my first new car and  compared to the car I was used to driving it was extremely nice.  The first time I sat in the car I could immediately smell the scent.  I was excited and anxious at the same time to drive it.,cat4, Smell creating desire for more,stimulating,triggered newness
"New Baby Smell. When my son was born, I remember the smell vividly.  It was like nothing I had ever smelled before.  A new baby smell is just that, it is apart from any other smell.  My son smelled so fresh and new, kind of like a new car smell only different, It was wonderful and stimulated my senses.",cat4, Smell creating desire for more,stimulating,triggered newness
"The smell of a steak. I made a steak last night and the smell was great. It made me feel really hungry and I wanted to eat right away. The smell was a combination of steak seasonings, steak, salt, pepper and garlic. The smell was so good I was almost drooling.",cat4, Smell creating desire for more,stimulating,triggered appetite
The Bacon Experience. I love the smell of bacon in the morning. The cafeteria where I work makes bacon every day. Bacon smells amazing to me. Even if I had a large meal in the morning when I smell I immediately get hungry. Bacon makes me happy. When I smell it I long for it. I can't wait to eat it.,cat4, Smell creating desire for more,stimulating,triggered appetite
"Sandwich Shop Baked Bread...An Unforgettable Moment. When I was a child there was a small sandwich shop that baked their own bread in house. The first time I walked into the shop I was immediately mesmerized by the wonderful smell of the bread. Maybe it was the yeast in the bread that added to the sensation but overall it gave me a feeling of comfort and warmth, and added to my appetite at the time.",cat4, Smell creating desire for more,stimulating,triggered appetite
"The restaurant that smells like pizza and they don't sell pizza. Every time I go to a subway restaurant and I open the door I get a smell that resembles so much like pizza, it is funny because they do not sell pizza but I always get that idea in my head and I think it's a wonderful smell. It sure opens up my appetite even more.",cat4, Smell creating desire for more,stimulating,triggered appetite
Fake bread smell--still delicious!. I remember the first time I walked by a Subway restaurant and smelled the most amazing smell of fresh baked bread. It made me so hungry and was really an appetizing smell. I later learned that it's actually a fake smell that Subway pipes through the vents. That didn't lessen my enjoyment though. It's still one of the best smells in the world.,cat4, Smell creating desire for more,stimulating,triggered appetite
"Sunday Lunch with my Italian Great Aunt. The moment I am choosing to focus on is the smell of homemade italian food being cooked by my great aunt on a Sunday afternoon for family lunch. The smell of tomato sauce in particular is a pretty perverse smell that permeates the house.  It is a combination of tomato and the aromatic spices of garlic,basil and oregano.  Most people hate the smell of garlic but I think it smells delicious especially when fried. Thinking of the experience simulates a hungry reflex in me as the food is always delicious. I am also reminded of family every time I smell Italian food cooking.",cat4, Smell creating desire for more,stimulating,triggered appetite
Delicious. Walking by a sourdough bread factory. It was one of the best smells I've ever smelt. I t made me hungry.,cat4, Smell creating desire for more,stimulating,triggered appetite
"Barbecued Ribs: The greatest thing God gave to this Earth. I remember having been on a road trip and running out of gas int he middle of nowhere along a desert highway in southern california.  This was in the days before cellular phones, and I literally had to wait for five hours before another car passed me on the road and stopped to help me out.  After taking over 10 hours to get a ride to the gas station, then getting a ride back to my car, then finally reaching a small town - I walked out and the smell of fresh barbecued ribs from the local BBQ shack in town came wafting into my nose.  I was smitten; my mouth was watering; I hadn't eaten all day and it was a particularly stressful one.  I have never has such a viceral response to food before, and I couldn't contain myself.  I felt like I was in a cartoon in which I was following a trail of a wonder scent, suspended in the air by my nose and being pulled along.",cat4, Smell creating desire for more,stimulating,triggered appetite
"The Power of Pizza. I was going to Barnes and Noble everyday for a while. Barnes and Noble has a cafe and I would eat lunch there frequently. One of my favorite foods there is pizza, which when being baked sends a powerful smell though the whole store. No matter what I end up eating there, the pizza makes me hungry and often helps me decide what I'm going to eat that day.",cat4, Smell creating desire for more,stimulating,triggered appetite
Spaghetti. I recently smelled spaghetti cooking. The smell was good but I didn't like the taste. The smell was mouth watering. It was a pleasant experience.,cat4, Smell creating desire for more,stimulating,triggered appetite
"Great Grilled Burgers. Last week, I grilled burgers for dinner. I always liked the smell of burning charcoal and once I put on the meat, with its juice dripping onto the hot charcoal, it was one of the best smells ever, and signified that summer was here. To top things off, I added spices and slices of onions on the grill. It was fantastic and was making my stomach growl.",cat4, Smell creating desire for more,stimulating,triggered appetite
"Match smell!. I was about 10 years old, and loved to play with matches. My Dad used to beat me for playing with matches, but that didn't stop me. I had a band-aid box full of matches one day, down in the basement, and my brother was saying  don't do it! , and just to spite him, I did. Dad came home some time later, went down in the basement, and screamed my name. I went down into the basement, and was confronted by Herr Dad, like a Nazi inquisitor.  Have you been playing with matches?!!!!!   No!     I got a beating for the match smell, and another beating for lying.    Well deserved, I suppose, but still... darned match smell!",cat4, Smell creating desire for more,stimulating,made me do something
Fresh donuts. I walked into a new bakery first thing in the morning to get a donut but the smell of the fresh baked pastries was so good that I left with a dozen to take to work.,cat4, Smell creating desire for more,stimulating,made me do something
"Banana Bread Joy. My memory of smell if the first time my aunt made homemade banana bread.  It was the most delicious smell I had ever experienced as the odor filled the house it just increased and increased. Now I make banana bread myself all the time just to try and rejuvenate that smell, but it will never be the same as that day my aunt made her homemade banana bread for the first time.",cat4, Smell creating desire for more,stimulating,made me do something
Bunny Adoption. Choosing my rabbit I remember the smell of the animals in the room.  The smell increased my desire to adopt a rabbit.  It was the combination of hay and fur and food.  All kept me focused on why I was there.,cat4, Smell creating desire for more,stimulating,made me fancy something
Bakery. i once walked into a bakery and it smelled so good i wanted to start baking,cat4, Smell creating desire for more,stimulating,made me fancy something
"Cupcakes!. One of my favorite stores is Yankee Candle.  I recently walked past there and even from two feet away from the store, you can smell the smells that come from the store. The smell resembled that of vanilla cream, perhaps buttercream. I wondered if there were cupcake/cake scented candles from inside. From outside the store the smell was rather strong.",cat4, Smell creating desire for more,stimulating,made me fancy something
New Car Smell. My first time traveling to Michigan to meet my husband's family we rented an SUV. It was a brand new vehicle and had the strongest  new car smell.  This was a couple years ago but it is still clear in my mind.,cat4, Smell creating desire for more,stimulating,triggered newness
The New Car. The moment when I stepped into my new car was exceptionally memorable. The combination of new materials in the car collectively created a smell that was intoxicating. It reminded me of something shiny and novel. It is also crisp and clean.,cat4, Smell creating desire for more,stimulating,triggered newness
"New Car Smell. The smell of a new car is a great smell. When i got my new car it just has that perfect smell that you never want to let go. The leather is fresh and that has a unique smell, the plastic and other vinyl has a smell that just mixes in and its just the best possible smell. Probably why they sell that smell in like perfume and candles now.",cat4, Smell creating desire for more,stimulating,triggered newness
"The smell of new products. It was when I received my new phone that I purchased. When I opened the box, it smelled like something new. I'm not sure how to describe the smell, but it was memorable and a happy experience for me because it reminded me of opening up new Yu-Gi-Oh card packs when I was in grade school. Everytime I opened up the packs, I became excited because of the chance of getting a rare card. The feeling of excitement basically became engraved into the smell. Hence, when I purchase something new with that particular smell, it is a positive experience for me.",cat4, Smell creating desire for more,stimulating,triggered newness
